,hid,hname,hlocation,hstars,hratings,hnearby,hfacilities,hcheckin,hcheckout
0,10,Holiday Inn Bangkok Sukhumvit,"1 Sukhumvit 22 Klongton, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",4-star hotel,8.4,"Benjasiri Park 0.3 km; Emporium Shopping Mall 0.5 km; EmQuartier Shopping Mall 0.5 km; The Escape Hunt Experience Bangkok 0.5 km; Thailand Creative & Design Center 0.5 km; Citibank Bangkok 0.5 km; Soi Cowboy 0.6 km; BTS-Phrom Phong 0.6 km; BTS-Asok 0.7 km; Terminal 21 0.7 km; Villa Market 0.1 km; Emporium & EmQuartier 0.2 km; Terminal 21 0.3 km; Pratunam Market 2 km; Siam Night Market 2 km; Chatuchak Weekend Market 18 km; Chao Praya River (Saphan Taksin BTS) 9.7 km; Suvarnabhumi Airport 20.5 km; Don Muang Airport 21.2 km; The EM District Popular brands like: Apple, Cartier, Gucci, H&M, Zara, Prada, Nike, Chanel, Burberry, Louis Vuitton; Arab Street 1.6 km; Central Embassy 2.4 km; Lumpini Park 2.5 km; Amarin Plaza 2.8 km; Gaysorn Shopping Mall 3 km; MBK Shopping Mall 4 km; Temple of the Golden Mount 6.7 km; Grand Palace 8.2 km; Wat Arun 8.4 km; Mega Bangna 15.6 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; good Fitness Center; Free parking; Bar; Very Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,11,Aspira Skyy Sukhumvit 1,"88/8 Sukhumvit Soi 1, Sukhumvit Road, Klongtoey-Nua, Wattana, Wattana, 10110 Bangkok, Thailand",4-star hotel,7.0,"Bumrungrad International Hospital 0.1 km; Krungthai Bank Head Office 0.3 km; BTS - Phloen Chit 0.4 km; Arab Street 0.4 km; Embassy of the United Kingdom, Bangkok 0.5 km; Deutsche Bank Bangkok 0.6 km; Soi Nana 0.6 km; Central Embassy 0.6 km; Sukhumvit Soi 11 0.6 km; Embassy of Sweden 0.7 km; La Buca 0 km; Risa Lamo 0.1 km; Don Muang Airport 20.2 km; Suvarnabhumi Airport 22.3 km; Amarin Plaza 1.1 km; Gaysorn Shopping Mall 1.2 km; SEA LIFE Bangkok Ocean World 1.8 km; Lumpini Park 1.9 km; Bangkok Art & Culture Centre 2.3 km; MBK Shopping Mall 2.4 km; Temple of the Golden Mount 4.9 km; Grand Palace 6.5 km; Wat Arun 6.8 km; Mega Bangna 17.6 km; ",Airport shuttle; Non-smoking rooms; Family rooms; Free parking; WiFi in all areas; Facilities for disabled guests; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,12,Kokotel Bangkok Surawong,"181/1-5, Surawong Rd, Suriwong, Bangrak, Bang Rak, 10500 Bangkok, Thailand",3-star hotel,8.3,"The Neilson Hays Library 0.2 km; Bangkok Fashion Outlet 0.3 km; Sri Mariamman Temple (Wat Khaek) 0.4 km; Embassy of the Russian Federation 0.4 km; Blue Elephant Sathorn 0.6 km; MahaNakhon 0.6 km; Bangkok Bank Head Office 0.6 km; BTS-Chong Nonsi 0.7 km; Bangkokian Museum 0.7 km; Wat Hua Lamphong 0.7 km; Silom Soi20 Street food 0.3 km; Patpong Night Market 1 km; Thaniya Street (Japanese Street) 1 km; Siam Square 2.3 km; MBK shopping center 2.3 km; Lumphini Park 1.4 km; Choapraya River, Sathorn (Taksin) Ferry Wharf 2.2 km; Don Muang Airport 23.1 km; Suvarnabhumi Airport 24.7 km; MBK Shopping Mall 1.9 km; Lumpini Park 1.9 km; Bangkok Art & Culture Centre 2.2 km; SEA LIFE Bangkok Ocean World 2.3 km; Amarin Plaza 2.6 km; Gaysorn Shopping Mall 2.6 km; Central Embassy 3 km; Temple of the Golden Mount 3.5 km; Wat Arun 4.3 km; Grand Palace 4.3 km; ",Family rooms; Free parking; WiFi in all areas; Free WiFi; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,13,The Aim Sathorn Hotel,"106/1 Soi Sri-bamphen, Sathorn Road, Sathorn,, Sathorn, 10120 Bangkok, Thailand",3-star hotel,7.2,"Goethe-Institute Thailand 0.6 km; MRT-Khlong Toei 0.7 km; MRT-Lumphini 0.8 km; Embassy of Germany, Bangkok 0.9 km; Alliance Francaise Bangkok 0.9 km; Moon Bar Bangkok 1 km; The Stock Exchange of Thailand 1.2 km; Australian Embassy 1.2 km; MRT-Queen Sirikit National Convention Center 1.3 km; Lumpini Park 1.5 km; Mama Dolores 0.4 km; Suvarnabhumi Airport 22.1 km; Don Muang Airport 23.1 km; Arab Street 2.6 km; Central Embassy 2.7 km; Amarin Plaza 2.8 km; Gaysorn Shopping Mall 3 km; SEA LIFE Bangkok Ocean World 3.2 km; MBK Shopping Mall 3.4 km; Temple of the Golden Mount 5.9 km; Grand Palace 7 km; Wat Arun 7 km; Mega Bangna 16.3 km; ",Non-smoking rooms; Free parking; Free WiFi; 24-hour front desk; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,14,Amora NeoLuxe Hotel,"6 Sukhumvit 31 KlongTonNua Wattana, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.1,"Benjasiri Park 0.3 km; Thailand Creative & Design Center 0.4 km; EmQuartier Shopping Mall 0.4 km; Emporium Shopping Mall 0.5 km; BTS-Phrom Phong 0.5 km; The Escape Hunt Experience Bangkok 0.6 km; Soi Cowboy 0.6 km; Citibank Bangkok 0.6 km; BTS-Asok 0.7 km; MRT-Sukhumvit 0.7 km; Foodland Supermarket  0 km; Suvarnabhumi Airport 20.4 km; Don Muang Airport 21.1 km; The EM District Popular brands like: Apple, Cartier, Gucci, H&M, Zara, Prada, Nike, Chanel, Burberry, Louis Vuitton; Arab Street 1.7 km; Central Embassy 2.5 km; Lumpini Park 2.7 km; Amarin Plaza 2.9 km; Gaysorn Shopping Mall 3 km; MBK Shopping Mall 4.1 km; Temple of the Golden Mount 6.8 km; Grand Palace 8.3 km; Wat Arun 8.5 km; Mega Bangna 15.6 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking; WiFi in all areas; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,15,Best Western Premier Sukhumvit,"78 Sukhumvit Soi 1, Klongtoey Nua, Bangkok, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.2,"Bumrungrad International Hospital 0.1 km; Krungthai Bank Head Office 0.4 km; BTS - Phloen Chit 0.5 km; Arab Street 0.5 km; Embassy of the United Kingdom, Bangkok 0.6 km; Central Embassy 0.6 km; Deutsche Bank Bangkok 0.7 km; Soi Nana 0.7 km; Sukhumvit Soi 11 0.7 km; Embassy of Sweden 0.8 km; 7-11 0 km; Hyde and Seek gastro bar 0.8 km; Central Embrassy 1 km; Siam Paragon 2 km; Terminal 21 2.5 km; Soi Cowboy 2.5 km; Don Muang Airport 20.1 km; Suvarnabhumi Airport 22.3 km; Amarin Plaza 1.2 km; Gaysorn Shopping Mall 1.2 km; SEA LIFE Bangkok Ocean World 1.8 km; Lumpini Park 2 km; Bangkok Art & Culture Centre 2.3 km; MBK Shopping Mall 2.4 km; Temple of the Golden Mount 4.9 km; Grand Palace 6.5 km; Wat Arun 6.8 km; Mega Bangna 17.7 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking; WiFi in all areas; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,16,De Lavender Bangkok Hotel,"122/73, Ratchaprarop Rd, Phaya Thai Rd., Pratunam, Pathumwan, 10400 Bangkok, Thailand",3-star hotel,6.9,Baiyoke Sky Tower 0.1 km; Shibuya 19 0.1 km; Phyathai 1 Hospital 0.2 km; Ratchaprarop Station 0.3 km; Wholesale Market (Pratunam) 0.3 km; Suan Pakkad Palace Museum 0.3 km; Platinum Fashion Mall 0.4 km; Pantip Plaza 0.5 km; Phaya Thai Station 0.5 km; King Power Complex 0.6 km; ใบหยก 0.1 km; อินทรามาร์เกต 0.1 km; platinum fashion mall 0.5 km; central world 0.8 km; Pratunam market 0.1 km; Neon Night Market 0.5 km; Big C Supermarket 1.1 km; กวงทะเลเผา 1.2 km; ปลาทอง หมูกระทะ 1.7 km; แม่น้ำเจ้าพระยา 7 km; Don Muang Airport 19.7 km; Suvarnabhumi Airport 23.8 km; The Platinum fashion mall Mall; Gaysorn Shopping Mall 1.1 km; SEA LIFE Bangkok Ocean World 1.1 km; Amarin Plaza 1.2 km; Bangkok Art & Culture Centre 1.3 km; Central Embassy 1.4 km; MBK Shopping Mall 1.6 km; Siam Discovery 1.8 km; Temple of the Golden Mount 3.5 km; Grand Palace 5.2 km; Wat Arun 5.6 km; ,Airport shuttle; Non-smoking rooms; Spa; Family rooms; WiFi in all areas; Room service,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,17,Woraburi Sukhumvit Hotel,"128/1 Sukhumvit Soi 4, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,7.2,"Wattana Church 0.5 km; Soi Nana 0.6 km; Embassy of Sweden 0.6 km; BTS-Nana 0.6 km; Korean Town 0.6 km; Embassy of the United Arab Emirates 0.7 km; Arab Street 0.7 km; Deutsche Bank Bangkok 0.8 km; BTS-Asok 0.8 km; Embassy of the United States of America, Bangkok 0.8 km; Cabbages & Condoms Restaurant 1.4 km; Don Muang Airport 21.2 km; Suvarnabhumi Airport 21.9 km; Central Embassy 1.2 km; Lumpini Park 1.3 km; Amarin Plaza 1.6 km; Gaysorn Shopping Mall 1.7 km; SEA LIFE Bangkok Ocean World 2.2 km; MBK Shopping Mall 2.7 km; Temple of the Golden Mount 5.4 km; Grand Palace 6.8 km; Wat Arun 7 km; Mega Bangna 16.8 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; Free parking; WiFi in all areas; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,18,Kingston Suites Bangkok,"39/3-7 Sukhumvit Soi 15, Wattana, 10110 Bangkok, Thailand",4-star hotel,7.8,"Health Land Asoke 0.3 km; Sukhumvit Soi 11 0.3 km; Korean Town 0.3 km; BTS-Nana 0.3 km; Kamthieng House Museum 0.4 km; Embassy of Sweden 0.4 km; MRT-Sukhumvit 0.4 km; Terminal 21 0.4 km; Wattana Church 0.5 km; BTS-Asok 0.5 km; Hooters Soi 15 0.1 km; The Drunken Leprechaun 0.2 km; Terminal 21 0.6 km; Don Muang Airport 20.5 km; Suvarnabhumi Airport 21.4 km; Terminal 21 Popular brands like: H&M, Nike; Arab Street 0.6 km; Central Embassy 1.4 km; Amarin Plaza 1.9 km; Gaysorn Shopping Mall 2 km; Lumpini Park 2.1 km; MBK Shopping Mall 3.1 km; Temple of the Golden Mount 5.8 km; Grand Palace 7.3 km; Wat Arun 7.6 km; Mega Bangna 16.7 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Fitness center; Free parking; Tea/Coffee Maker in All Rooms; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,19,Solo Express Sukhumvit 81,"120 Soi Sukhumvit 81, Phra Khanong , 10260 Bangkok, Thailand",3-star hotel,7.9,BTS-On Nut 0.5 km; BTS-Bang Chak 1.1 km; W District's Market 1.5 km; BTS-Phra Khanong 1.8 km; BTS - Punnawithi 1.9 km; Sukhumvit Hospital 2.4 km; Gateway Ekamai 2.6 km; Bangkok University International College 2.6 km; BTS-Ekkamai 2.7 km; Ekkamai Eastern Bus Terminal 2.7 km; Wcafe Bangkok Sukhumvit 81 0.2 km; Suvarnabhumi Airport 15.8 km; Don Muang Airport 23.8 km; Arab Street 6.9 km; Lumpini Park 7.4 km; Central Embassy 7.7 km; Amarin Plaza 8.1 km; Gaysorn Shopping Mall 8.2 km; MBK Shopping Mall 9.2 km; Mega Bangna 10.3 km; Temple of the Golden Mount 11.9 km; Grand Palace 13.2 km; Wat Arun 13.3 km; ,Non-smoking rooms; Family rooms; Free parking; WiFi in all areas; Facilities for disabled guests; Free WiFi; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,20,Ibis Bangkok Sukhumvit 4,"41 Sukhumvit Road, Soi 4, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,7.6,Wattana Church 0.2 km; Soi Nana 0.3 km; Embassy of Sweden 0.3 km; BTS-Nana 0.4 km; Arab Street 0.5 km; Korean Town 0.5 km; Krungthai Bank Head Office 0.6 km; Sukhumvit Soi 11 0.6 km; Embassy of the United Arab Emirates 0.6 km; Deutsche Bank Bangkok 0.6 km; Terminal 21 1.5 km; THE EMPORIUM 2.4 km; CENTRAL CHIDLOM 2.9 km; CENTRAL WORLD 3 km; Don Muang Airport 21 km; Suvarnabhumi Airport 21.9 km; Central Embassy 1 km; Amarin Plaza 1.4 km; Lumpini Park 1.4 km; Gaysorn Shopping Mall 1.6 km; SEA LIFE Bangkok Ocean World 2.1 km; MBK Shopping Mall 2.6 km; Temple of the Golden Mount 5.3 km; Grand Palace 6.8 km; Wat Arun 7 km; Mega Bangna 17 km; ,Non-smoking rooms; Free parking; Pet friendly; Facilities for disabled guests; Free WiFi; Tea/Coffee Maker in All Rooms; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,21,K Maison Boutique Hotel,"116/17-21 Rangnam Road, Pathumwan, 10400 Bangkok, Thailand",4-star hotel,8.5,King Power Complex 0.3 km; Phyathai 1 Hospital 0.3 km; Aksra Theatre 0.4 km; Ratchaprarop Station 0.4 km; Baiyoke Sky Tower 0.5 km; Suan Pakkad Palace Museum 0.5 km; Shibuya 19 0.6 km; Bangkok Dolls Museum & Factory 0.6 km; BTS-Victory Monument 0.6 km; Phaya Thai Station 0.7 km; CENTURY SHOPPING MALL 1 km; Don Muang Airport 19.2 km; Suvarnabhumi Airport 23.8 km; Gaysorn Shopping Mall 1.5 km; Siam Discovery 1.5 km; SEA LIFE Bangkok Ocean World 1.6 km; Amarin Plaza 1.7 km; Central Embassy 1.7 km; Bangkok Art & Culture Centre 1.8 km; MBK Shopping Mall 2.1 km; Temple of the Golden Mount 3.8 km; Grand Palace 5.4 km; Wat Arun 6 km; ,Non-smoking rooms; Spa; Free parking; WiFi in all areas; Room service; Free WiFi; Very Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,22,The Step Sathon,"87, South Sathorn Road, Yannawa, Sathorn, Bangkok, 10120, Sathorn, 10120 Bangkok, Thailand",,7.9,"BTS-Surasak 0.1 km; Lerdsin Hospital 0.5 km; Sky Bar at Lebua 0.5 km; Health Land Sathorn 0.7 km; Sri Mariamman Temple (Wat Khaek) 0.7 km; BTS-Saphan Taksin 0.7 km; Sathorn Pier 0.9 km; Wat Yannawa 0.9 km; Oriental Pier 1 km; Embassy of France, Bangkok 1 km; Convenient store 0.1 km; Blue Elephant  0.1 km; Bangrak Market 1 km; Sky Bar at Lebua 1.5 km; Don Muang Airport 24.1 km; Suvarnabhumi Airport 25 km; Lumpini Park 2.7 km; MBK Shopping Mall 3 km; Bangkok Art & Culture Centre 3.3 km; SEA LIFE Bangkok Ocean World 3.4 km; Amarin Plaza 3.6 km; Gaysorn Shopping Mall 3.7 km; Central Embassy 4 km; Temple of the Golden Mount 4.2 km; Wat Arun 4.5 km; Grand Palace 4.7 km; ",Non-smoking rooms; WiFi in all areas; Free WiFi; Restaurant; 24-hour front desk; Tea/Coffee Maker in All Rooms; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,23,Bangkok Marriott Marquis Queen’s Park,"199 Sukhumvit Soi 22, Klong Ton Klong Toey, Khlong Toei, 10110 Bangkok, Thailand",5-star hotel,8.6,"Benjasiri Park 0.3 km; Emporium Shopping Mall 0.4 km; EmQuartier Shopping Mall 0.4 km; BTS-Phrom Phong 0.5 km; Thailand Creative & Design Center 0.7 km; Benjakitti Park 0.7 km; The Escape Hunt Experience Bangkok 0.8 km; Citibank Bangkok 0.8 km; Soi Cowboy 0.8 km; BTS-Asok 0.9 km; Wine Depot 0.2 km; Villa Market 0.7 km; The Emquatier 1 km; Suvarnabhumi Airport 20.5 km; Don Muang Airport 21.5 km; The EM District Popular brands like: Apple, Cartier, Gucci, H&M, Zara, Prada, Nike, Chanel, Burberry, Louis Vuitton; Arab Street 1.8 km; Lumpini Park 2.5 km; Central Embassy 2.6 km; Amarin Plaza 3 km; Gaysorn Shopping Mall 3.1 km; MBK Shopping Mall 4.1 km; Temple of the Golden Mount 6.9 km; Grand Palace 8.2 km; Wat Arun 8.4 km; Mega Bangna 15.4 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; excellent Fitness Center; Spa; Family rooms; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,24,Amari Residences Bangkok,"36 Soi Soonvijai, New Petchburi Road Bangkapi, Huay Kwang Bangkok, Huai Khwang, 10310 Bangkok, Thailand",4-star hotel,8.2,Bangkok Hospital 0.2 km; Piyavate Hospital 0.7 km; Camillian Hospital 1 km; Show DC 1.4 km; The Commons 1.5 km; Praram 9 Hospital 1.6 km; SeenSpace 1.7 km; Samitivej Sukhumvit Hospital 1.7 km; Ramkhamhaeng Station 1.8 km; Thonglor Nightlife Area 1.8 km; 7-Eleven 0.1 km; Suvarnabhumi Airport 18.9 km; Don Muang Airport 19.3 km; Arab Street 3.5 km; Central Embassy 4.2 km; Amarin Plaza 4.7 km; Gaysorn Shopping Mall 4.8 km; Lumpini Park 5 km; MBK Shopping Mall 6 km; Temple of the Golden Mount 8.5 km; Grand Palace 10.1 km; Wat Arun 10.4 km; Mega Bangna 15.1 km; ,Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; good Fitness Center; Family rooms; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,25,Ratchada Boutique Hotel,"282 Soi Nathong 3, Ratchadaphisek Road, Din Daeng, 10400 Bangkok, Thailand",4-star hotel,9.7,Bangkok International Dental Center 0.3 km; MRT-Huai Khwang 0.7 km; The Esplanade Bangkok 0.7 km; MRT-Thailand Cultural Center 0.8 km; Thailand Cultural Center 0.8 km; Embassy of the Republic of Korea 0.9 km; Siam Niramit 1 km; The Embassy of The People's Republic of China 1.1 km; Ratchada Nightlife Area 1.3 km; University of the Thai Chamber of Commerce 1.3 km; The Street 0.4 km; Esplanade 0.7 km; Train market 0.7 km; Central Rama9 1.1 km; Don Muang Airport 16.8 km; Suvarnabhumi Airport 21.4 km; Chatuchak Weekend Market 3.8 km; Arab Street 3.9 km; Central Embassy 4.1 km; Siam Discovery 4.3 km; Gaysorn Shopping Mall 4.5 km; MBK Shopping Mall 5.5 km; Temple of the Golden Mount 7.2 km; Grand Palace 8.9 km; Wat Arun 9.5 km; Mega Bangna 18.2 km; ,Non-smoking rooms; Family rooms; Free parking; WiFi in all areas; Free WiFi; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,26,ibis Bangkok Sathorn,"Soi Ngam Duphli Rama IV, Sathorn, 10120 Bangkok, Thailand",3-star hotel,7.8,"Goethe-Institute Thailand 0.3 km; MRT-Lumphini 0.5 km; Embassy of Germany, Bangkok 0.6 km; Alliance Francaise Bangkok 0.7 km; Moon Bar Bangkok 0.8 km; MRT-Khlong Toei 0.8 km; Australian Embassy 1 km; Lumpini Park 1.1 km; BNH Hospital 1.3 km; MRT-Silom 1.3 km; Central Chidlom 0.4 km; VERTIGO BAR 0.8 km; SIROCCO BAR 4 km; Suvarnabhumi Airport 22.3 km; Don Muang Airport 22.9 km; Arab Street 2.4 km; Central Embassy 2.5 km; Amarin Plaza 2.5 km; Gaysorn Shopping Mall 2.7 km; SEA LIFE Bangkok Ocean World 2.9 km; MBK Shopping Mall 3 km; Temple of the Golden Mount 5.6 km; Grand Palace 6.7 km; Wat Arun 6.7 km; Mega Bangna 16.6 km; ",Airport shuttle; Non-smoking rooms; Free parking; Pet friendly; Facilities for disabled guests; Tea/Coffee Maker in All Rooms; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,27,Holiday Inn Express Bangkok Siam,"889 Rama 1 Road, Wang Mai Pathumwan, Phaya Thai, 10330 Bangkok, Thailand",4-star hotel,8.2,"BTS-National Stadium 0.1 km; Bangkok Art & Culture Centre 0.2 km; Madame Tussauds Bangkok 0.3 km; The Jim Thompson House 0.3 km; MBK Shopping Mall 0.3 km; Suphachalasai Stadium 0.4 km; Siam Center 0.4 km; British Council Thailand 0.6 km; BTS-Siam 0.6 km; BTS-Ratchathewi 0.6 km; MBK Shopping Center 0.3 km; Jim Thompson Restaurant 0.3 km; Siam Paragon 0.5 km; Hard Rock Cafe 0.5 km; Somboon Seafood Restaurant 1 km; Central World 1.4 km; Platinum Mall 1.9 km; China Town ( Yaowarat) 4 km; Khaosan Road 4 km; Asiatique Night Market 6.9 km; Don Muang Airport 20.9 km; Suvarnabhumi Airport 24.7 km; Siam Center Luxury; Siam Discovery Popular brands like: Apple, Nike; MBK Shopping Mall Popular brands like: Apple, Nike; SEA LIFE Bangkok Ocean World 0.7 km; Gaysorn Shopping Mall 1.3 km; Amarin Plaza 1.4 km; Central Embassy 1.9 km; Lumpini Park 2.2 km; Siam Discovery 2.4 km; Temple of the Golden Mount 2.5 km; Arab Street 2.7 km; Grand Palace 4 km; Wat Arun 4.4 km; ",Non-smoking rooms; Fitness center; Free parking; WiFi in all areas; Facilities for disabled guests; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,28,Novotel Bangkok on Siam Square,"Siam Square Soi 6, Rama I Road, Siam, Pathumwan, 10330 Bangkok, Thailand",4-star hotel,8.1,"SEA LIFE Bangkok Ocean World 0.2 km; BTS-Siam 0.2 km; British Council Thailand 0.2 km; Siam Paragon Mall 0.2 km; Royal Thai Police Headquarters 0.3 km; KidZania Bangkok 0.3 km; Siam Center 0.3 km; Madame Tussauds Bangkok 0.4 km; Central World Plaza 0.5 km; Police General Hospital 0.5 km; Ban Khun Mae Restaurant 0 km; Somtam Nua - Siam Square 0 km; Coca Suki & Restaurant 0 km; Siam Paragon 0 km; Starbucks Siam Paragon 0.1 km; Au Bon Pain - Siam Paragon 0.1 km; Gourmet Market 0.1 km; Mango Tango 0.1 km; MBK Shopping Center 0.1 km; Don Muang Airport 20.9 km; Suvarnabhumi Airport 24 km; Siam Paragon Mall Popular brands like: Rolex, Apple, Cartier, Gucci, Hermès, H&M, Zara, Prada, Nike, Ralph Lauren, Chanel, Burberry, Louis Vuitton; Siam Center Luxury; Siam Discovery Popular brands like: Apple, Nike; Bangkok Art & Culture Centre 0.6 km; MBK Shopping Mall 0.6 km; Gaysorn Shopping Mall 0.6 km; Amarin Plaza 0.7 km; Central Embassy 1.2 km; Lumpini Park 1.7 km; Arab Street 2 km; Temple of the Golden Mount 3.2 km; Grand Palace 4.7 km; Wat Arun 5 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; good Fitness Center; Spa; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,29,Best Western Plus @20 Sukhumvit,"17 Sukhumvit Soi 20 Klong Toey, Khlong Toei, 10110 Bangkok, Thailand",4-star hotel,8.1,"Benjasiri Park 0.4 km; Emporium Shopping Mall 0.5 km; EmQuartier Shopping Mall 0.5 km; The Escape Hunt Experience Bangkok 0.6 km; BTS-Phrom Phong 0.6 km; Citibank Bangkok 0.6 km; Soi Cowboy 0.6 km; Thailand Creative & Design Center 0.6 km; Benjakitti Park 0.7 km; BTS-Asok 0.7 km; Family mart 0.1 km; Wine connection  0.1 km; Wine connection  0.1 km; Suvarnabhumi Airport 20.6 km; Don Muang Airport 21.3 km; The EM District Popular brands like: Apple, Cartier, Gucci, H&M, Zara, Prada, Nike, Chanel, Burberry, Louis Vuitton; Arab Street 1.6 km; Central Embassy 2.4 km; Lumpini Park 2.4 km; Amarin Plaza 2.8 km; Gaysorn Shopping Mall 3 km; MBK Shopping Mall 4 km; Temple of the Golden Mount 6.7 km; Grand Palace 8.1 km; Wat Arun 8.3 km; Mega Bangna 15.6 km; ",Airport shuttle; Non-smoking rooms; WiFi in all areas; Free WiFi; Restaurant; Tea/Coffee Maker in All Rooms; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,30,"FuramaXclusive Asoke, Bangkok","133/2 Sukhumvit 21, Sukhumvit Rd., Klongtoey Nua, Wattana, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.3,"Kamthieng House Museum 0 km; Health Land Asoke 0.1 km; MRT-Sukhumvit 0.2 km; Terminal 21 0.3 km; Soi Cowboy 0.3 km; BTS-Asok 0.4 km; The Escape Hunt Experience Bangkok 0.4 km; Citibank Bangkok 0.4 km; Korean Town 0.4 km; Sukhumvit Soi 11 0.6 km; The Local by Oam Thong Thai Cuisine 0.2 km; Don Muang Airport 20.6 km; Suvarnabhumi Airport 21.1 km; Terminal 21 Popular brands like: H&M, Nike; Arab Street 0.9 km; Central Embassy 1.7 km; Amarin Plaza 2.3 km; Gaysorn Shopping Mall 2.3 km; Lumpini Park 2.4 km; MBK Shopping Mall 3.5 km; Temple of the Golden Mount 6.1 km; Grand Palace 7.6 km; Wat Arun 7.9 km; Mega Bangna 16.4 km; ",Swimming pool; Non-smoking rooms; good Fitness Center; Family rooms; Free parking; WiFi in all areas; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,31,"Four Points by Sheraton Bangkok, Sukhumvit 15","4 Sukhumvit Soi 15 (BTS Asoke/ MRT Sukhumvit), Klongtoey-Nua, Wattana, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.8,"Korean Town 0.1 km; Terminal 21 0.3 km; Health Land Asoke 0.3 km; BTS-Asok 0.3 km; Kamthieng House Museum 0.3 km; MRT-Sukhumvit 0.3 km; BTS-Nana 0.4 km; Sukhumvit Soi 11 0.4 km; Wattana Church 0.4 km; Embassy of Sweden 0.4 km; Terminal 21 Shopping Mall  0.2 km; El Gaucho Steakhouse 0.2 km; Baan Khanitha Thai Restaurant 0.8 km; Oskar Bistro 0.8 km; Insanity Nightclub 0.8 km; Charcoal Indian Restaurant 1 km; Emporium Shopping Mall 1.6 km; Sing Sing Theater Nightclub 2.1 km; Central World Department Store 2.3 km; Pratunam Market 3.9 km; Chatuchak Weekend Market 13 km; Don Muang Airport 20.7 km; Suvarnabhumi Airport 21.4 km; Terminal 21 Popular brands like: H&M, Nike; Arab Street 0.6 km; Central Embassy 1.4 km; Amarin Plaza 1.9 km; Lumpini Park 2 km; Gaysorn Shopping Mall 2 km; MBK Shopping Mall 3.2 km; Temple of the Golden Mount 5.8 km; Grand Palace 7.3 km; Wat Arun 7.6 km; Mega Bangna 16.6 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Family rooms; Free parking; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
